2.939831280682636994e+00 6.293314403446371941e+00 8.272546730251120195e+00
1.398505636866315793e+00 6.476586817087560455e+00 7.765208226822099213e+00
3.037180567873720705e+00 6.016494621558847733e+00 8.527489172552774832e+00
2.330174501146623278e+00 5.033273804827165243e+00 7.717866078493832660e+00
2.650144555465872021e+00 6.307431746063663525e+00 5.118067030484584556e+00
1.650541626522504801e+00 1.421598671894620303e+00 6.067072467388229251e-01
8.455522614439540119e-01 7.033498196240497435e-01 1.537210015051947654e+00
6.800142188573232715e-01 2.888437865939752935e+00 3.353919774160897482e+00
3.721964797926192947e+00 6.376789749170517219e+00 5.727423973998964968e+00
3.264834712407048478e+00 5.803304190741846114e+00 4.724295240563486153e+00
5.687830906782063156e-01 1.443135319037620157e+00 1.391473855705145812e+00
1.657324664805944536e+00 1.108601578698815260e+00 8.105430947168166256e-01
5.857768804512790695e-01 2.236362366154924786e-01 7.877327811583251238e-01
9.392631853923297802e-01 1.510225432279754809e-01 1.074345362615985788e+00
2.149294198916882337e+00 6.574340121099286449e+00 4.923190255097687817e+00
1.017428325507327092e+00 2.185235385107517914e+00 2.042599169725358710e+00
1.609791955157832799e+00 1.632798605936397918e+00 1.435334601943002220e+00
1.535410192485238801e+00 7.879289398547495438e-02 -1.823818114552269165e-01
2.567845993920228054e+00 5.414762656730692569e+00 4.404080918469969852e+00
2.223265014923882177e+00 5.424365969112429298e+00 7.675977708211293660e+00
1.211496590183414268e+00 2.859748922520827463e+00 3.877382771821514584e+00
2.054606973309713869e-01 5.150199665067587418e-01 1.783642554556969406e+00
1.335251248122113932e+00 3.307474909592803325e+00 3.796718061679898781e+00
8.785406863700702118e-01 1.771715125768661192e+00 1.325474767592849323e+00
3.007714563288342635e+00 6.928608490430861799e+00 4.543010727414539929e+00
2.308822790844237360e+00 6.153390508860518082e+00 8.153305988619333533e+00
1.007083887731093697e+00 2.529124900555301370e+00 2.626675874363501251e+00
2.491099812486715859e+00 5.780687197255700127e+00 8.055355327591934511e+00
2.738697513363983038e+00 6.764348945653528844e+00 4.597198312857075919e+00
1.604964040443588980e+00 6.314839956278673228e+00 8.372079316274312788e+00
1.320673021269128888e+00 6.226135666419672532e+00 8.470659967326980677e+00
2.898281630787275631e+00 6.951465287550718131e+00 4.301068209895037242e+00
9.655579008831017829e-01 4.670530233139892573e+00 2.979528970568546153e+00
1.206528824043597847e+00 2.342294460797540445e+00 3.758546858254560252e+00
6.895565763273242554e-01 1.612140067611373961e+00 6.618082051878384497e-01
7.271983019495795730e-01 3.444455644980908726e+00 2.857768120149111191e+00
1.016344211949596010e+00 3.255452852220604321e+00 2.708520136121929767e+00
1.307614650347856289e+00 7.546118785381680238e-01 8.779263163834493122e-01
2.042469545027007616e+00 5.290968948636065150e+00 6.909323117771537071e+00
1.275496187675202231e+00 3.069614936398480154e+00 2.933412824976767475e+00
7.008642892044389949e-01 6.910071428939961180e-01 2.069686268145819463e-01
2.955073371979876296e+00 6.572237536031631855e+00 4.933845800051297026e+00
1.215391244118929848e+00 1.915773198117352027e+00 3.006338904200304807e+00
5.991388952026917014e-01 7.065951557888936474e-01 1.011257741250852549e+00
1.262225041106848966e+00 1.504808554235417262e+00 1.311323843862152172e+00
3.276674032176581264e+00 5.510344056901973708e+00 5.068522532618093379e+00
1.313179645024561859e+00 6.150323292044334700e+00 7.776341624671920805e+00
1.950805401229619651e+00 3.349584179188973110e+00 4.221105676090931347e+00
3.843164483870641357e-01 5.572774274265233085e-01 2.851634050774526363e-01
8.420498048670193025e-01 4.714362958991861197e-01 1.426911491852720593e+00
6.072265651772605910e-01 2.407758751093279415e+00 3.345131159916374219e+00
